,City,Cloudiness,Country,Date,Humidity,lat,lng,Max Temp,Wind Speed
275,miri,68,NG,1570028198,40,10.31,9.75,305.383,1.31
276,chimbote,100,PE,1570028199,92,-9.08,-78.59,289.383,4.37
277,khani,0,GE,1570028200,50,41.96,42.96,299.15,3.1
278,tala,40,MX,1570028201,93,20.65,-103.7,294.26,1.5
279,zeya,0,RU,1570028202,64,53.74,127.27,270.383,2.96
280,cap malheureux,75,MU,1570028204,83,-19.98,57.61,297.15,3.6
281,mbini,90,GQ,1570028205,100,1.58,9.62,296.15,3.6
282,brae,75,GB,1570028206,93,60.4,-1.35,283.15,6.7
283,hamilton,90,CA,1570027374,100,43.26,-79.87,290.93,4.6
284,luang prabang,0,LA,1570028207,90,19.89,102.14,294.483,0.86
285,ampanihy,100,MG,1570028208,77,-24.69,44.75,294.283,7.3
286,klaksvik,75,FO,1570028209,70,62.23,-6.59,282.15,5.1
287,tamandare,100,BR,1570028210,53,-8.28,-70.75,303.783,1.3
288,plettenberg bay,79,ZA,1570028211,28,-34.05,23.37,297.983,3.73
289,buraydah,0,SA,1570028212,20,26.33,43.97,312.15,1.0
290,la primavera,0,AR,1570028213,24,-32.92,-68.67,286.15,4.1
291,geraldton,90,CA,1570027732,86,49.72,-86.95,274.15,3.1
292,muros,75,ES,1570028215,68,42.77,-9.06,294.26,3.1
293,qaqortoq,75,GL,1570027756,32,60.72,-46.03,285.15,16.5
294,djambala,98,CG,1570028216,69,-2.55,14.76,299.383,2.41
295,shu,0,KZ,1570028217,32,43.6,73.76,285.783,3.1
296,langsa,100,ID,1570028218,94,4.47,97.97,293.583,0.76
297,voznesenye,67,RU,1570028219,86,61.02,35.48,280.083,2.99
298,road town,40,VG,1570028101,70,18.42,-64.62,304.82,2.6
299,shelburne,90,CA,1570027999,100,44.08,-80.2,288.71,4.1
300,saint-denis,40,FR,1570028222,51,48.94,2.36,290.15,4.6
301,sibu,75,MY,1570028224,94,2.29,111.83,299.15,1.0
302,kaitangata,98,NZ,1570028225,79,-46.28,169.85,278.15,1.79
303,bolgatanga,78,GH,1570028226,58,10.79,-0.85,304.083,2.18
304,coahuayana,100,MX,1570027735,94,18.62,-100.35,294.683,0.52
305,wanning,75,AT,1570028228,77,48.64,13.53,289.26,5.1
306,sorong,82,ID,1570028229,95,-0.86,131.25,296.483,1.19
307,haverfordwest,40,GB,1570028230,54,51.8,-4.97,287.59,4.1
308,san jose de guanipa,77,VE,1570028231,57,8.89,-64.17,303.583,5.83
309,pacific grove,1,US,1570027704,61,36.62,-121.92,284.82,4.1
310,puerto madryn,0,AR,1570028233,19,-42.77,-65.04,285.483,2.82
311,san fernando,20,TT,1570028234,74,10.28,-61.46,303.71,4.6
312,lima,90,PE,1570028059,88,-12.06,-77.04,291.15,2.1
313,charleston,1,US,1570028174,66,32.79,-79.94,303.15,2.1
314,teteven,40,BG,1570028236,27,42.92,24.26,304.15,2.1
315,newport,40,GB,1570028237,58,51.59,-3.0,288.71,3.6
316,nantucket,90,US,1570027994,88,41.28,-70.1,299.15,6.2
317,palmer,75,AU,1570028241,93,-34.85,139.16,288.15,1.5
318,san quintin,100,PH,1570028242,90,17.54,120.52,297.383,1.09
319,tuktoyaktuk,90,CA,1570028243,93,69.44,-133.03,276.15,1.0
320,russell,90,US,1570028244,93,38.9,-98.86,286.48,4.6
321,goderich,100,CA,1570028245,94,43.74,-81.71,288.71,3.13
322,cayambe,75,EC,1570028246,72,0.04,-78.14,290.15,1.5
323,verkh-usugli,0,RU,1570028247,57,52.7,115.17,270.483,0.99
324,sassandra,53,CI,1570028248,72,4.95,-6.09,300.783,4.16
325,belem de sao francisco,8,BR,1570028249,34,-8.75,-38.97,305.383,5.48
326,solnechnyy,100,RU,1570027717,95,50.72,136.64,276.183,3.33
327,leogane,20,HT,1570028251,74,18.51,-72.63,303.15,3.1
328,namibe,51,AO,1570027779,83,-15.19,12.15,292.383,5.73
329,kropotkin,0,RU,1570028253,47,45.43,40.58,294.26,2.55
330,la roche-sur-yon,90,FR,1570028254,72,46.67,-1.43,291.15,3.1
331,huarmey,96,PE,1570028255,91,-10.07,-78.15,289.483,5.47
332,elizabeth city,1,US,1570027970,74,36.3,-76.22,301.48,4.6
333,hirara,0,JP,1570028256,84,24.8,125.28,300.283,2.99
334,svetlogorsk,20,RU,1570028257,45,53.14,59.15,281.15,5.0
335,hualmay,77,PE,1570028258,90,-11.1,-77.61,289.583,5.89
336,necochea,63,AR,1570028259,68,-38.55,-58.74,283.71,3.13
337,zverinogolovskoye,67,RU,1570028260,55,54.46,64.85,280.883,4.45
338,gimli,71,CA,1570028047,99,50.63,-96.99,277.04,2.35
339,pringsewu,65,ID,1570027806,92,-5.36,104.98,295.683,1.61
340,broken hill,0,AU,1570028263,14,-31.97,141.45,293.15,5.1
341,kitale,23,KE,1570028264,84,1.02,35.0,292.183,1.09
342,pemberton,61,AU,1570028265,88,-34.44,116.03,287.59,0.93
343,lac du bonnet,30,CA,1570028265,99,50.25,-96.06,277.04,2.11
344,padang,74,ID,1570028267,82,-0.92,100.36,299.083,6.75
345,escanaba,90,US,1570027990,76,45.75,-87.06,283.15,7.2
346,leningradskiy,100,RU,1570028269,91,69.38,178.42,272.183,7.21
347,greenfield,90,US,1570027986,83,42.59,-72.6,296.15,2.1
348,fuengirola,0,ES,1570028271,22,36.54,-4.62,304.15,7.2
349,mae sai,20,MM,1570028272,94,20.44,99.89,299.15,0.4
350,srednekolymsk,59,RU,1570028273,62,67.46,153.71,269.283,6.68
351,iwanai,100,JP,1570028274,74,42.97,140.51,287.283,2.18
352,kavali,7,IN,1570028275,63,14.91,79.99,302.883,3.87
353,shawinigan,90,CA,1570028001,81,46.54,-72.75,282.59,5.1
354,mbaiki,92,CF,1570028278,87,3.87,17.99,299.583,0.34
355,norman wells,90,CA,1570028279,100,65.28,-126.83,277.15,1.0
356,airai,100,TL,1570028280,83,-8.93,125.41,294.083,2.28
357,sharkan,100,RU,1570028281,96,57.3,53.87,284.26,1.34
358,mount gambier,90,AU,1570028282,93,-37.83,140.78,286.15,3.6
359,the pas,1,CA,1570028283,92,53.82,-101.24,271.15,1.5
360,husavik,96,CA,1570027796,99,50.56,-96.99,277.04,2.38
361,petropavlovsk-kamchatskiy,99,RU,1570028285,87,53.05,158.65,279.15,1.0
362,doka,96,SD,1570028285,70,13.52,35.76,301.083,2.5
363,humberto de campos,100,BR,1570028286,71,-2.6,-43.46,300.583,3.51
364,mana,100,NG,1570028287,46,13.03,5.27,303.283,3.74
365,sabang,96,PH,1570028288,84,13.8,121.11,298.15,0.45
366,soria,87,ES,1570028289,52,41.76,-2.46,289.82,5.36
367,gusau,100,NG,1570028290,58,12.17,6.66,301.283,2.54
368,madang,27,CN,1570028292,95,35.32,102.79,278.083,1.67
369,vitim,100,RU,1570028293,88,59.44,112.57,273.283,4.45
370,tayu,75,JP,1570028294,78,35.06,136.67,298.15,4.1
371,lieksa,100,FI,1570028295,82,63.32,30.02,275.983,4.97
372,mubende,52,UG,1570028296,91,0.56,31.4,293.883,1.64
373,antofagasta,75,CL,1570028091,77,-23.65,-70.4,288.15,7.7
374,qasigiannguit,75,GL,1570028299,29,68.82,-51.19,283.15,8.2
375,portland,90,US,1570028020,82,43.66,-70.25,292.15,2.1
376,novouzensk,48,RU,1570028301,74,50.46,48.14,288.283,0.9
377,juneau,75,US,1570028302,100,58.3,-134.42,282.59,1.85
378,westport,1,US,1570028147,73,41.14,-73.36,302.04,4.6
379,sokoni,86,CD,1570028304,60,-12.89,28.78,295.683,4.64
380,kumluca,25,TR,1570028305,73,36.37,30.29,290.783,2.39
381,pampa,90,US,1570028035,94,35.54,-100.96,294.26,4.1
382,rawson,0,AR,1570028307,19,-43.3,-65.11,284.683,2.99
383,seydi,0,NE,1570028308,63,13.34,7.75,306.15,1.0
384,adrar,0,DZ,1570028310,6,27.87,-0.29,315.15,5.7
385,santa marta,90,CO,1570028312,79,11.24,-74.21,302.15,3.1
386,pandan,100,PH,1570028313,77,11.72,122.09,300.883,2.37
387,nevsehir,20,TR,1570028314,15,38.62,34.71,303.15,3.1
388,zhigansk,84,RU,1570028315,90,66.77,123.37,267.983,2.75
389,mocuba,90,MZ,1570028316,75,-16.84,36.99,298.483,4.17
390,sao felix do xingu,98,BR,1570028203,79,-6.64,-51.99,301.683,1.3
391,praia da vitoria,20,PT,1570028317,73,38.73,-27.07,298.15,12.35
392,karakol,100,KG,1570028318,59,42.49,78.39,284.483,1.79
393,mirador,51,BR,1570028319,54,-6.37,-44.36,302.983,4.11
394,mecca,0,SA,1570028320,58,21.43,39.83,305.483,6.1
395,erenhot,100,CN,1570028321,60,43.65,111.97,287.883,6.16
396,dawei,11,MM,1570027792,81,14.07,98.19,301.683,4.5
397,georgetown,75,GY,1570028065,74,6.8,-58.16,303.15,3.1
398,ilo,90,PE,1570028324,82,-17.65,-71.34,290.15,4.6
399,jinxiang,0,CN,1570028325,48,35.07,116.31,293.883,1.57
400,kushima,75,JP,1570028325,88,31.5,131.29,297.15,5.7
401,halifax,90,CA,1570028086,76,44.65,-63.58,287.15,9.3
402,the valley,16,AI,1570028239,65,18.22,-63.06,305.37,2.68
403,chicama,90,PE,1570028329,93,-7.84,-79.15,289.15,3.1
404,shimanovsk,0,RU,1570028330,53,52.0,127.67,274.583,4.37
405,altay,0,CN,1570028331,39,47.83,88.13,273.083,3.65
406,chandbali,21,IN,1570028332,77,20.77,86.74,300.983,0.71
407,fort nelson,40,CA,1570028333,86,58.81,-122.69,276.15,0.81
408,vardo,1,US,1570028334,55,39.62,-77.74,303.71,2.6
409,khuzdar,47,PK,1570028335,48,27.8,66.62,294.383,1.81
410,port hedland,0,AU,1570027754,60,-20.31,118.58,296.15,2.6
411,nishihara,1,JP,1570028337,77,35.74,139.53,299.26,1.5
412,north myrtle beach,1,US,1570028339,69,33.83,-78.68,302.59,1.5
413,mangrol,22,IN,1570028340,84,25.33,76.51,297.983,2.83
414,zimapan,24,MX,1570028341,78,20.75,-99.35,292.183,0.59
415,tiarei,0,PF,1570027782,78,-17.53,-149.33,295.15,1.0
416,buala,100,SB,1570028343,84,-8.15,159.59,299.183,7.85
417,maunabo,1,PR,1570028344,70,18.01,-65.9,305.37,3.1
418,katsuura,90,JP,1570028345,78,33.93,134.5,298.15,12.3
419,tadine,95,NC,1570028346,73,-21.55,167.88,292.983,9.4
420,yarim,68,YE,1570028347,67,14.3,44.38,294.583,1.93
421,ahuimanu,90,US,1570028153,74,21.44,-157.84,300.15,4.6
422,wuda,34,CN,1570028349,54,39.5,106.72,293.283,10.99
423,belorechensk,0,RU,1570028350,53,44.77,39.87,297.04,3.0
424,chabahar,20,IR,1570028350,79,25.29,60.65,303.15,3.1
425,kieta,100,PG,1570027802,76,-6.22,155.63,300.483,3.1
426,borogontsy,0,RU,1570028353,64,62.67,131.17,269.083,3.65
427,cracow,90,US,1570028354,93,43.74,-82.82,288.15,5.7
428,acapulco,75,MX,1570028355,83,16.86,-99.88,300.15,1.5
429,bollnas,100,SE,1570028356,94,61.35,16.39,278.71,0.89
430,shingu,100,JP,1570028358,91,33.72,135.99,290.483,3.01
431,camacha,40,PT,1570028359,73,33.08,-16.33,298.15,5.1
432,manado,20,ID,1570028360,94,1.49,124.85,296.15,1.0
433,humaita,0,AR,1570028361,44,-24.93,-65.37,288.15,3.1
434,selikhino,100,RU,1570028363,92,50.37,137.51,279.483,5.27
435,tchaourou,100,BJ,1570028364,67,8.89,2.6,302.583,0.42
436,santa rosa,94,AR,1570028358,24,-36.62,-64.29,289.783,4.1
437,altea,0,ES,1570028365,49,38.6,-0.05,302.59,1.8
438,murgab,0,TM,1570028366,33,37.5,61.97,295.15,3.1
439,sukabumi,7,ID,1570028367,77,-6.92,106.93,297.59,2.3
440,puerto madero,75,AR,1570028368,62,-34.61,-58.36,289.26,6.2
441,rincon,40,PA,1570028369,88,8.46,-82.28,298.15,0.5
442,boa vista,20,BR,1570028371,52,2.82,-60.67,304.15,7.7
443,gold coast,75,AU,1570028372,87,-28.0,153.41,287.59,1.25
444,nuuk,75,GL,1570028087,56,64.17,-51.74,279.15,5.1
445,kamenka,0,MD,1570028373,54,48.03,28.7,296.48,2.68
446,tolaga bay,67,NZ,1570028374,82,-38.37,178.3,276.583,2.44
447,kumphawapi,0,TH,1570028375,70,17.11,103.01,302.15,2.6
448,mahibadhoo,100,MV,1570028379,73,3.78,72.97,301.383,3.18
449,yerbogachen,100,RU,1570028380,85,61.28,108.01,271.183,3.47
450,zamora,0,ES,1570028327,37,41.51,-5.74,295.93,1.5
451,comodoro rivadavia,20,AR,1570028381,46,-45.87,-67.48,283.15,2.1
452,santiago,100,PH,1570027989,94,16.69,121.54,295.183,1.05
453,cayhagan,99,PH,1570028383,74,9.67,122.43,300.783,2.09
454,mangan,84,IN,1570028384,81,27.5,88.54,286.783,0.26
455,terra santa,100,BR,1570028385,34,-2.1,-56.49,308.883,3.07
456,khasan,100,RU,1570028386,99,42.43,130.64,290.883,0.4
457,oistins,40,BB,1570028387,62,13.07,-59.53,304.15,7.2
458,tautira,0,PF,1570028388,78,-17.73,-149.15,295.15,1.0
459,kaoma,100,ZM,1570028389,12,-14.8,24.8,306.883,4.36
460,ayia galini,40,GR,1570028390,78,35.1,24.68,302.15,2.1
461,dengfeng,55,CN,1570028391,46,34.46,113.03,295.383,1.31
462,pisco,0,PE,1570028392,30,-13.71,-76.2,295.15,4.6
463,milkovo,0,BG,1570028393,65,41.53,24.68,301.15,2.6
464,half moon bay,1,US,1570028394,62,37.46,-122.43,286.48,0.33
465,gracac,40,RS,1570028395,30,43.65,20.83,301.15,1.5
466,umtata,20,ZA,1570028396,49,-31.59,28.78,295.15,6.2
467,umm kaddadah,85,SD,1570028397,34,13.6,26.69,306.383,2.5
468,tessalit,0,ML,1570028398,9,20.2,1.01,312.383,2.77
469,sawakin,100,SD,1570028400,47,19.1,37.33,303.683,4.54
470,northam,0,AU,1570028401,82,-31.65,116.67,286.15,1.49
471,dapaong,88,TG,1570028402,56,10.86,0.2,304.183,1.92
472,mumford,97,GH,1570028403,79,5.26,-0.76,300.183,4.08
473,moanda,75,CD,1570028404,78,-5.93,12.38,300.15,3.1
474,iranshahr,40,IR,1570028406,20,27.21,60.69,309.15,7.2
475,banda aceh,100,ID,1570028407,76,5.56,95.32,300.883,4.91
476,shaowu,0,CN,1570028408,59,27.34,117.49,295.283,1.62
477,chumikan,31,RU,1570028410,61,54.72,135.31,272.183,2.81
478,carballo,20,ES,1570028411,68,43.21,-8.69,294.26,3.1
479,malinovskiy,97,RU,1570028412,79,54.15,34.53,286.383,2.91
480,kailua,90,US,1570028412,74,21.39,-157.74,300.15,4.6
481,london,40,GB,1570027977,47,51.51,-0.13,287.59,6.7
482,berdychiv,0,UA,1570028414,61,49.89,28.58,291.683,3.62
483,severo-kurilsk,100,RU,1570028415,92,50.68,156.12,281.783,4.52
484,teya,75,MX,1570028416,78,21.05,-89.07,301.48,2.1
485,roald,75,NO,1570028417,87,62.58,6.12,285.15,1.5
486,osmena,100,PH,1570028419,80,12.17,124.59,299.683,2.57
487,dauphin,90,CA,1570028420,93,51.15,-100.04,276.15,1.0
488,nueva guinea,100,NI,1570028421,76,11.69,-84.46,300.383,2.37
489,ust-koksa,0,RU,1570028422,54,50.27,85.62,268.183,1.16
490,ratnagiri,99,IN,1570028295,76,16.98,73.3,301.483,5.85
491,ferrol,20,ES,1570028424,68,43.48,-8.23,292.59,3.1
492,sooke,1,CA,1570028321,87,48.37,-123.73,282.59,0.94
493,zemio,100,CF,1570028426,83,5.02,25.13,299.883,1.22
494,carlsbad,75,CZ,1570028360,87,50.23,12.87,284.26,3.1
495,grong,54,NO,1570028429,73,64.47,12.32,281.48,0.89
496,amga,68,RU,1570028430,76,60.89,131.98,269.583,3.38
497,mpanda,75,BI,1570028431,51,-3.17,29.4,301.15,2.1
498,superior,1,US,1570028431,74,47.19,-114.89,273.15,2.1
499,jutai,5,BR,1570028432,44,-1.71,-47.89,307.283,2.74
500,tripoli,40,GR,1570028401,42,37.51,22.37,301.15,2.67
501,zhob,0,PK,1570028434,21,31.34,69.45,293.783,3.98
502,constantine,40,DZ,1570028435,56,36.36,6.61,296.15,8.7
503,los llanos de aridane,0,ES,1570028436,74,28.66,-17.92,302.04,5.7
504,grants pass,40,US,1570028297,75,42.44,-123.33,276.15,0.35
505,oneonta,94,US,1570028353,89,42.45,-75.06,294.82,3.13
506,el rusio,100,HN,1570028439,64,14.47,-86.37,299.483,0.8
507,awbari,0,LY,1570028439,8,26.59,12.77,308.783,5.57
508,sivas,0,TR,1570028323,16,39.75,37.01,298.15,5.1
509,axim,100,GH,1570028441,86,4.87,-2.24,298.383,5.07
510,zerbst,40,DE,1570028442,58,51.96,12.09,288.15,4.1
511,micheweni,36,TZ,1570028443,77,-4.97,39.83,300.783,2.0
512,itoman,20,JP,1570028444,88,26.12,127.67,300.15,3.6
513,hun,40,BE,1570028445,76,50.34,4.87,285.93,4.1
514,neiafu,75,TO,1570028446,94,-18.65,-173.98,297.15,4.04
515,ypsonas,20,CY,1570028447,65,34.69,32.96,301.15,5.1
516,kathmandu,40,NP,1570028448,88,27.71,85.32,293.15,2.1
517,eureka,1,US,1570028310,100,40.8,-124.16,279.26,3.1
518,ugoofaaru,6,MV,1570028449,79,5.67,73.0,301.483,5.93
519,bafra,0,TR,1570028450,64,41.57,35.91,296.15,3.6
520,rio grande,90,BR,1570028171,93,-32.03,-52.1,292.15,4.1
521,havoysund,75,NO,1570028452,74,71.0,24.66,276.15,8.7
522,maniitsoq,93,GL,1570028453,58,65.42,-52.9,279.783,4.39
523,egvekinot,100,RU,1570028454,96,66.32,-179.17,270.983,0.82
524,gizo,20,IL,1570028455,58,31.8,34.94,301.15,4.6
525,margate,4,AU,1570028456,81,-43.03,147.26,284.26,2.6
526,bonavista,82,CA,1570028457,85,48.65,-53.11,279.82,0.45
527,santa lucia,75,IT,1570028458,69,41.98,12.66,298.71,4.1
528,wana,0,PK,1570028459,75,32.31,69.59,287.183,2.33
529,astoria,1,US,1570028460,87,46.19,-123.83,282.59,2.1
530,nemuro,0,JP,1570028461,91,43.32,145.57,289.583,6.52
531,tambovka,0,RU,1570028461,62,47.32,47.38,290.583,2.02
532,cedar city,1,US,1570028462,40,37.68,-113.06,276.15,1.5
533,alofi,93,NU,1570028463,100,-19.06,-169.92,292.15,0.5
534,boden,75,SE,1570028465,52,65.83,21.69,279.15,3.6
535,vila franca do campo,40,PT,1570028467,88,37.72,-25.43,297.15,7.7
536,mnogovershinnyy,59,RU,1570028468,81,53.94,139.92,273.083,2.22
537,arman,32,RU,1570028469,82,59.7,150.17,268.983,2.07
538,gongzhuling,0,CN,1570028470,65,43.5,124.81,291.483,2.05
539,walvis bay,0,NA,1570028471,56,-22.95,14.51,294.15,5.1
540,lashma,76,RU,1570028472,77,54.93,41.14,285.283,4.34
541,labuhan,2,ID,1570028473,94,-2.54,115.51,295.683,0.91
542,swift current,0,CA,1570028427,92,50.29,-107.8,270.15,3.6
543,savannah bight,41,HN,1570028474,72,16.45,-85.85,302.083,5.52
544,yamada,75,JP,1570028475,88,36.58,137.08,298.15,0.5
545,ancud,40,CL,1570028476,70,-41.87,-73.83,281.15,2.1
546,bundaberg,0,AU,1570028436,82,-24.87,152.35,289.26,3.6
547,saint anthony,90,US,1570028478,59,43.97,-111.68,275.37,2.1
548,mayskiy,0,RU,1570028479,43,43.63,44.06,295.15,1.0
549,roma,40,IT,1570028272,83,41.89,12.48,298.15,3.6
550,vieux-habitants,75,GP,1570028482,66,16.06,-61.77,303.15,3.6
551,ayan,0,IR,1570028483,31,38.23,44.7,286.183,2.81
